TMDb ID,Title,Year,Rating,Popularity,Overview,Deep Tags,Poster URL
11878,Yojimbo,1961,8.089,4.1452,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.","Nihilistic Intervention, Amoral Pragmatism, Corrosive Greed, Calculated Anarchy, Societal Paralysis, Moral Vacuum",https://image.tmdb.org/t/p/w500/tN7kYPjRhDolpui9sc9Eq9n5b2O.jpg
406,La Haine,1995,8.1,7.3141,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.","Urban Entrapment, Nihilistic Despair, Volatile Masculinity, Existential Stasis, Marginalized Identity, Cyclical Fatalism",https://image.tmdb.org/t/p/w500/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg
387,Das Boot,1981,8.087,3.4464,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.","Claustrophobic Stress, Existential Dread, Profound Disillusionment, Visceral Tension, Moral Erosion, Tribal Dependency",https://image.tmdb.org/t/p/w500/u8FhQPncOAkwcei2OI9orPWhV6K.jpg
282848,Doctor Who: The Time of the Doctor,2013,8.1,2.6766,"Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.","Sacrificial Endurance, Identity Crisis, Acceptance of Mortality, Existential Loneliness, Cumulative Trauma, Legacy Anxiety",https://image.tmdb.org/t/p/w500/8GSVpMPlvymndYheKMtQb1aLDBh.jpg
149871,The Tale of The Princess Kaguya,2013,8.1,3.4755,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate.","Imposed Identity, Existential Nostalgia, Innate Confinement, Vicarious Ambition, Ephemeral Bliss, Traumatic Erasure",https://image.tmdb.org/t/p/w500/mWRQNlWXYYfd2z4FRm99MsgHgiA.jpg
20532,Sansho the Bailiff,1954,8.085,2.8138,"In medieval Japan, a woman and her children journey to find the family's patriarch, who was exiled years earlier.","Redemptive Suffering, Ethical Exile, Traumatic Filial Bond, Moral Atrophy, Dutiful Sacrifice, Paternal Idealism",https://image.tmdb.org/t/p/w500/cOBsWxFtEoqXIPx4JZP5E7g1WEo.jpg
12445,Harry Potter and the Deathly Hallows: Part 2,2011,8.083,17.5346,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.","Redemptive Sacrifice, Apocalyptic Trauma, Fatalistic Resolution, Visceral Catharsis, Existential Tyranny, Ego Dissolution",https://image.tmdb.org/t/p/w500/c54HpQmuwXjHq2C9wmoACjxoom3.jpg
411088,The Invisible Guest,2017,8.082,6.0641,"Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.","Narrative Manipulation, Obsessive Retribution, Claustrophobic Pressure, Moral Evasion, Subjective Reality, Psychological Duel",https://image.tmdb.org/t/p/w500/fptnZJbLzKUHeNlYrAynbyoL5YJ.jpg
705,All About Eve,1950,8.08,5.7914,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.","Pathological Ambition, Identity Dissociation, Anxiety of Obsolescence, Corrosive Cynicism, Intergenerational Predation, Narcissistic Injury",https://image.tmdb.org/t/p/w500/blBzZaatPWVuWpXEnPscMA4Xp6m.jpg
831827,Far from the Tree,2021,8.076,4.4923,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.","Generational Anxiety, Boundary Pushing, Naturalistic Fatalism, Erosion of Innocence, Parental Stress, Innocent Recklessness",https://image.tmdb.org/t/p/w500/b3NhrYsr1X5r7zgjJDRMNOqXZS9.jpg
55823,The Great War,1959,8.076,2.0506,"Italy, 1916. Oreste Jacovacci and Giovanni Busacca are called, as all the Italian youths, to serve the army in the WWI. They both try in every way to avoid serving the army.","Misanthropic Satire, Absurdity of War, Survival Instinct, Subversion of Heroism, Gallows Humor, Involuntary Commitment",https://image.tmdb.org/t/p/w500/aDvKsUb5y7GMNMz2HHNtuGww5t8.jpg
7345,There Will Be Blood,2007,8.076,8.0952,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.","Misanthropic Isolation, Capitalist Avarice, Psychological Deterioration, Spiritual Bankruptcy, Obsessive Paranoia, Destructive Rivalry",https://image.tmdb.org/t/p/w500/fa0RDkAlCec0STeMNAhPaF89q6U.jpg
2457,Children of Paradise,1945,8.073,1.1706,"In a chaotic 19th-century Paris teeming with aristocrats, thieves, psychics, and courtesans, theater mime Baptiste is in love with the mysterious actress Garance. But Garance, in turn, is loved by three other men: pretentious actor Frederick, conniving thief Lacenaire, and Count Edouard of Montray.","Unattainable Yearning, Romantic Fatalism, Existential Masquerade, Passionate Obsession, Aesthetic Purity, Mute Suffering",https://image.tmdb.org/t/p/w500/yiy9stl1jjVhW44ypkWMFDT8Ix3.jpg
1091,The Thing,1982,8.1,8.0048,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,"Psychological Isolation, Pervasive Paranoia, Existential Horror, Identity Dissolution, Anomic Breakdown, Nihilistic Dread",https://image.tmdb.org/t/p/w500/tzGY49kseSE9QAKk47uuDGwnSCu.jpg
31439,To Live,1994,8.075,2.8033,Married couple Fugui and Jiazhen endure tumultuous events in mid-20th century mainland China as their personal fortunes move from wealthy landownership to peasantry.,"Existential Endurance, Dignity Under Duress, The Absurdity of Fate, Intergenerational Trauma, Fragility of Life, Unyielding Love",https://image.tmdb.org/t/p/w500/bv0qREWTw8TPAtgt22ELp1UlKVl.jpg
8392,My Neighbor Totoro,1988,8.069,9.9711,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.","Childhood Wonder, Environmental Harmony, Transience of Time, Acceptance of the Unknown, Resilience in Adversity, Intergenerational Connection",https://image.tmdb.org/t/p/w500/rtGDOeG9LzoerkDGZF9dnVeLppL.jpg
832,M,1931,8.069,3.5406,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.","Existential Dread, Societal Breakdown, Inherent Guilt, The Nature of Evil, Mob Justice, Loss of Innocence",https://image.tmdb.org/t/p/w500/bTdZk3q2DWpBRnLiaaItKFWOVhI.jpg
11659,The Best of Youth,2003,8.067,2.3153,"After a fateful encounter in the summer of 1966, the lifepaths of two brothers from a middle-class Roman family diverge, intersecting with some of the most significant events of postwar Italian history in the following decades.","Generational Trauma, The Weight of History, The Search for Meaning, Love and Loss, Moral Responsibility, The Personal is Political",https://image.tmdb.org/t/p/w500/jKFeWrVshmFj8uG056O4tT5ZNTE.jpg
62,2001: A Space Odyssey,1968,8.063,9.4332,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","Existential Dread, Technological Hubris, Transcendence Through Evolution, The Inscrutability of the Universe, Confrontation with the Other, The Fragility of Reason",https://image.tmdb.org/t/p/w500/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg
1064486,Memoir of a Snail,2024,8.062,6.7431,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","Existential Solitude, Resilience of the Self, Quiet Transcendence, Fragility of Connection, Finding Beauty in Imperfection, The Weight of Memory",https://image.tmdb.org/t/p/w500/woaN8CbloH0akyX0E72ayxlJAB4.jpg
359940,"Three Billboards Outside Ebbing, Missouri",2017,8.061,4.0577,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.","Moral Ambiguity, Grieving Rage, Cycle of Violence, Redemption's Fragility, Community Under Pressure, Confronting Injustice",https://image.tmdb.org/t/p/w500/uGMM9ZObmPUFrGqcbFMVyv8L1lU.jpg
21634,Prayers for Bobby,2009,8.1,4.9931,"Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of, much less understood, Bobby finally came out to his family.","Religious Dogma, Parental Love vs. Societal Norms, Internalized Homophobia, The Fragility of Faith, Grief and Redemption, Advocacy through Loss",https://image.tmdb.org/t/p/w500/1viFwXluAettogGDsTrSUUg29lZ.jpg
7347,Elite Squad,2007,8.06,4.8387,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.","Moral Corrosion, Cycle of Violence, Institutional Brutality, Justified Ends Fallacy, Existential Dread, Hypermasculinity",https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg
762975,Purple Hearts,2022,8.058,5.0343,"An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.","Performative Patriotism, Economic Precarity, Manufactured Intimacy, The Burden of Sacrifice, Reconciliation Through Crisis, Trauma-Bonding",https://image.tmdb.org/t/p/w500/4JyNWkryifWbWXJyxcWh3pVya6N.jpg
4348,Pride & Prejudice,2005,8.058,10.4628,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.","Social Mobility Anxiety, Performance of Propriety, The Currency of Marriage, Female Agency in Constraint, Interiority vs. Expectation, Satire of Social Climbing",https://image.tmdb.org/t/p/w500/v5gShop7147X33ytbcC2u05KDuc.jpg
439,La Dolce Vita,1960,8.056,3.8641,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.","Existential Emptiness, Moral Decay, Spectacle vs. Substance, The Search for Meaning, Spiritual Apathy, Beauty and Ugliness",https://image.tmdb.org/t/p/w500/2KU52apQyvyZuPsqEGMcWb4BKu2.jpg
522518,A Dog's Journey,2019,8.054,4.6639,A dog finds the meaning of his own existence through the lives of the humans he meets.,"Cyclical Reincarnation, Unconditional Love, Interdependence, The Search for Purpose, Existential Loyalty, Comfort in the Familiar",https://image.tmdb.org/t/p/w500/wquJChp0NpoqthYdE3YjXNNxvVC.jpg
133919,Scenes from a Marriage,1974,8.054,1.4099,"Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.","Existential Loneliness, The Illusion of Happiness, Deconstruction of Intimacy, Impermanence of Love, The Burden of Truth, Lingering Connection",https://image.tmdb.org/t/p/w500/ArKEdvJesIktFX8OAhcdKAOLl6I.jpg
11423,Memories of Murder,2003,8.052,7.2234,"During the late 1980s, two detectives in a South Korean province attempt to solve series of gruesome rape-and-murder of young women.","Moral Decay, Futility of Certainty, The Banality of Evil, Existential Dread, Societal Breakdown, Loss of Innocence",https://image.tmdb.org/t/p/w500/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg
381284,Hidden Figures,2016,8.05,7.1029,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","Institutional Inertia, Triumph Over Adversity, The Burden of Genius, Unacknowledged Contribution, Quiet Dignity, Calculated Resilience",https://image.tmdb.org/t/p/w500/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg
992,Sherlock Jr.,1924,8.05,7.2573,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","Vicarious Identity, Cinematic Transgression, Subconscious Mastery, Aspiration and Inadequacy, Reality Fluidity, Dream Wish Fulfillment",https://image.tmdb.org/t/p/w500/1G9r3rqtbFAQuyWKOZm4Y5J5s7Q.jpg
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019,8.049,2.775,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.","Theatrical Narcissism, Cultivated Eccentricity, Absurdist Escalation, Acute Loneliness, Chosen Kinship, Parodic Nihilism",https://image.tmdb.org/t/p/w500/fv5BgcfkpWh3V6Pb1qVlXESBOdl.jpg
1955,The Elephant Man,1980,8.0,4.9346,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.","Cruel Objectification, Profound Alienation, Hypocritical Pity, Aspirational Dignity, Visceral Vulnerability, Ethical Paternalism",https://image.tmdb.org/t/p/w500/u0wpPYjuSt8DIe1Y3Vapnh8jcKE.jpg
518068,Along with the Gods: The Last 49 Days,2018,8.047,4.1027,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.","Historical Trauma, Cyclical Atonement, Moral Phenomenology, Intersubjective Guilt, Metaphysical Jurisprudence, Unresolved Grief",https://image.tmdb.org/t/p/w500/9BnqBHFGDv3WlCPB2qQwzAWdy7y.jpg
548,Rashomon,1950,8.0,3.8896,Four people recount different versions of the story of a man's murder and the rape of his wife.,"Subjective Reality, Ego Preservation, Moral Nihilism, Self-Deception, Narrative Fragmentation, Witness Unreliability",https://image.tmdb.org/t/p/w500/vL7Xw04nFMHwnvXRFCmYYAzMUvY.jpg
872585,Oppenheimer,2023,8.045,17.4066,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,"Intellectual Hubris, Existential Guilt, Systemic Paranoia, Moral Reckoning, Political Scapegoating, Burden of Consequence",https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg
437068,A Taxi Driver,2017,8.0,3.8267,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.","Traumatic Witnessing, Pervasive State Repression, Moral Catalyst, Mundane Heroism, Sacrificial Duty, Political Awakening",https://image.tmdb.org/t/p/w500/iXVaWbxmyPk4KZGZk5GGDGFieMX.jpg
11645,Ran,1985,8.0,4.7844,Shakespeare's King Lear is reimagined as a singular historical epic set in sixteenth-century Japan where an aging warlord divides his kingdom between his three sons.,"Hubristic Delusion, Nihilistic Fatalism, Descent into Madness, Corrosive Ambition, Familial Parricide, Apocalyptic Despair",https://image.tmdb.org/t/p/w500/jQnUtWaHYfqnXPOIf77K7Ycqk4M.jpg
1244492,Look Back,2024,8.042,5.8812,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.","Creative Agon, Productive Isolation, Symbiotic Rivalry, Identity through Vocation, Obsessive Dedication",https://image.tmdb.org/t/p/w500/4f2EcNkp1Mvp9wE5w7HKxcmACWg.jpg
640344,Me Against You: Mr. S's Vendetta,2020,8.0,0.9461,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.","Manufactured Innocence, Obsessive Malice, Digital Validation Complex, Existential Performance, Saccharine Dystopia, Paranoia of Exposure",https://image.tmdb.org/t/p/w500/sfeQTIRkJjWt8IPDSBcPqkrcaas.jpg
555604,Guillermo del Toro's Pinocchio,2022,8.042,8.4537,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.","Paternal Grief and Trauma, Existential Contemplation of Mortality, The Necessity of Imperfection, Critique of Blind Obedience, Authoritarian Manipulation, Search for Authenticity",https://image.tmdb.org/t/p/w500/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg
334543,Lion,2016,8.042,4.2614,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.","Survivor's Guilt, Fragmented Memory, Primal Longing, Identity Schism, Urban Vulnerability, Reconstructive Identity",https://image.tmdb.org/t/p/w500/iBGRbLvg6kVc7wbS8wDdVHq6otm.jpg
582,The Lives of Others,2006,8.039,3.9543,"In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.","Pervasive Paranoia, Vicarious Empathy, Ideological Inertia, Soul Atrophy, Quiet Redemption, Invisible Tyranny",https://image.tmdb.org/t/p/w500/cVUDMnskSc01rdbyH0tLATTJUdP.jpg
638507,How to Train Your Dragon: Homecoming,2019,8.038,4.6823,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...","Cultural Amnesia, Nostalgic Longing, Legacy Preservation, Generational Disconnect, Relational Entropy, Affirmative Reunion",https://image.tmdb.org/t/p/w500/kXj2Qrfm994yLeuADqbOieU1mUH.jpg
42229,A Special Day,1977,8.0,1.8574,Two neighbours — a persecuted journalist and a resigned housewife — forge a strong bond on the day of Adolf Hitler's historic 1938 visit to Rome.,"Totalitarian Loneliness, Repressed Identity, Emotional Claustrophobia, Subversive Despair, Conformity Fatigue, Latent Intimacy",https://image.tmdb.org/t/p/w500/jzRn7N1mFowkQ5IkUkfWoxXJtYU.jpg
397567,Along with the Gods: The Two Worlds,2017,8.036,5.3362,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.","Cosmic Jurisprudence, Posthumous Self-Justification, Filial Guilt, Vicarious Atonement, Bureaucratic Existentialism, Insurmountable Regret",https://image.tmdb.org/t/p/w500/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg
550776,Believe Me: The Abduction of Lisa McVey,2018,8.034,3.7666,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and is raped. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",Analysis Failed,https://image.tmdb.org/t/p/w500/qbJEzCzEKDHPZDiRvSSBiYEKaAH.jpg
120467,The Grand Budapest Hotel,2014,8.034,7.1939,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","Melancholic Preservation, Theatrical Self-Construction, Existential Displacement, Elegiac Fatalism, Coping Through Ritual, Foundational Loyalty",https://image.tmdb.org/t/p/w500/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg
980477,Ne Zha 2,2025,8.033,30.8949,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.","Post-Traumatic Reintegration, Crucible of Attachment, Burden of Apotheosis, Corporeal Fragility, Conflict of Systemic Loyalty, Existential Precarity",https://image.tmdb.org/t/p/w500/cb5NyNrqiCNNoDkA8FfxHAtypdG.jpg
26022,My Name Is Khan,2010,8.035,3.5439,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","Autistic Literalism, Systemic Xenophobia, Mythic Devotion, Scapegoating, Intercultural Alienation, Melodramatic Idealism",https://image.tmdb.org/t/p/w500/5Y36lCiNyyV71mjq6LavgiggbhT.jpg
310569,The Second Mother,2015,8.0,1.1003,"After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However, Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.","Filial Guilt, Generational Aspiration, Deconstructing Domesticity, Subversive Innocence, The Price of Progress, Reclaiming Motherhood",https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg
800,The Young and the Damned,1950,8.03,2.4607,"A group of juvenile delinquents live a violent life in the infamous slums of Mexico City; among them Pedro, whose morality is gradually corrupted and destroyed by the others.","Moral Decay, Cycle of Poverty, Existential Abandonment, Brutal Innocence, Societal Neglect, Lost Generation",https://image.tmdb.org/t/p/w500/cDCvmYoyqFg4CuSMtGMvCpfOIEw.jpg
106646,The Wolf of Wall Street,2013,8.027,21.1151,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.","Narcissistic Grandiosity, Moral Bankruptcy, Hedonistic Excess, Visceral Satire, Delusion of Invincibility, Unfettered Capitalism",https://image.tmdb.org/t/p/w500/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg
279,Amadeus,1984,8.026,4.1657,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Salzburger composer Wolfgang Amadeus Mozart.,"Divine Injustice, Theodicy of Talent, Existential Envy, Mediocrity's Burden, The Price of Genius, Sacred vs. Profane",https://image.tmdb.org/t/p/w500/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg
698687,Transformers One,2024,8.025,12.0782,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.","Nostalgia for Innocence, The Corruption of Ideals, Predestination vs. Free Will, The Burden of Leadership, The Fragility of Brotherhood, Societal Decay",https://image.tmdb.org/t/p/w500/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg
538362,On My Skin,2018,8.023,1.6458,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.","Institutional Cruelty, Bodily Autonomy, State-Sanctioned Violence, Dehumanization, Existential Abandonment, The Banality of Evil",https://image.tmdb.org/t/p/w500/rwPgE6fLxuJmPWi8fFjgENJMAjr.jpg
307,"Rome, Open City",1945,8.023,1.9823,"In WWII-era Rome, underground resistance leader Manfredi attempts to evade the Gestapo by enlisting the help of Pina, the fiancée of a fellow member of the resistance, and Don Pietro, the priest due to oversee her marriage. But it’s not long before the Nazis and the local police find him.","Existential Resistance, Fragility of Faith, The Sanctity of the Mundane, Moral Ambiguity in Wartime, The Power of Collective Suffering, The Dehumanization of Ideology",https://image.tmdb.org/t/p/w500/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg
147,The 400 Blows,1959,8.0,3.0423,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.","Existential Angst, Childhood Innocence Lost, Societal Indifference, The Search for Self, The Weight of Freedom, Unforgiving Bureaucracy",https://image.tmdb.org/t/p/w500/12PuU23kkDLvTd0nb8hMlE3oShB.jpg
785534,Paper Lives,2021,8.021,1.5084,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.","Existential Scavenging, Cycle of Trauma, Precarious Humanity, Redemption Through Innocence, Urban Decay as Reflection, Constructed Family",https://image.tmdb.org/t/p/w500/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg
9277,The Sting,1973,8.02,4.7464,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,"Elaborate Deception, Justice as Performance, Fragility of Trust, Constructed Reality, Redemption Through Artifice, Nostalgic Idealism",https://image.tmdb.org/t/p/w500/4VdQopZb0lx13Me3yxE5rUXMGCI.jpg
821,Judgment at Nuremberg,1961,8.019,4.4116,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.","Moral Responsibility, The Banality of Evil, Justice vs. Law, Collective Guilt, The Fragility of Civilization, The Perversion of Idealism",https://image.tmdb.org/t/p/w500/b6vYatvui1EXeFYfpDX4rcbueuP.jpg
610461,"Veinteañera, divorciada y fantástica",2020,8.0,1.7072,"Regina, our young protagonist, always dreamed of getting married. And she did it - but the dream lasted much less than she thought and now she has to face life in a very funny way as a divorcee.","Existential Rebirth, Comedic Catharsis, Shattered Idealism, Negotiating Independence, Performance of Self, Redefining Success",https://image.tmdb.org/t/p/w500/oSbCdDI0SAAOdywGe0YVO2iDdV9.jpg
